DIPUTADOS | AMÉRICA - ANTILLAS HOLANDESAS	850	386	264
PRESIDENCIAL | LIMA - CAJATAMBO	6045	3428	2518
PRESIDENCIAL | LIMA - CANTA	12822	10041	7842
PRESIDENCIAL | LIMA - CAÑETE	194907	162407	134642
PRESIDENCIAL | LIMA - HUARAL	162781	130405	105797
PRESIDENCIAL | LIMA - HUAROCHIRÍ	96193	71656	59663
PRESIDENCIAL | LIMA - HUAURA	192302	150569	124397
PRESIDENCIAL | LIMA - LIMA	6167907	4956982	4389280
PRESIDENCIAL | LIMA - OYÓN	13169	9189	7067
PRESIDENCIAL | LIMA - YAUYOS	27608	16083	12831
PRESIDENCIAL | LORETO - ALTO AMAZONAS	10375	6855	4467
PRESIDENCIAL | LORETO - MAYNAS	34253	23897	19945
PRESIDENCIAL | OCEANÍA - AUSTRALIA	7077	2381	2141
PRESIDENCIAL | OCEANÍA - NUEVA ZELANDA	841	251	229
PRESIDENCIAL | PIURA - AYABACA	94268	41829	31467
PRESIDENCIAL | PIURA - HUANCABAMBA	71765	39813	30057
PRESIDENCIAL | PIURA - MORROPÓN	132977	96972	71275
PRESIDENCIAL | PIURA - PAITA	96973	77435	58882
PRESIDENCIAL | PIURA - PIURA	427579	333547	256431
PRESIDENCIAL | PIURA - SECHURA	55626	44199	34488
PRESIDENCIAL | PIURA - SULLANA	258382	200362	150588
PRESIDENCIAL | PIURA - TALARA	113041	81604	62978
PRESIDENCIAL | PUNO - AZÁNGARO	95097	76896	65008
PRESIDENCIAL | PUNO - CARABAYA	44604	32681	26665
PRESIDENCIAL | PUNO - CHUCUITO	53077	40213	32698
PRESIDENCIAL | PUNO - EL COLLAO	47320	36723	29882
PRESIDENCIAL | PUNO - HUANCANÉ	53145	42006	34058
PRESIDENCIAL | PUNO - LAMPA	38326	31506	27153
PRESIDENCIAL | PUNO - MELGAR	54808	42635	36471
PRESIDENCIAL | PUNO - MOHO	19146	13033	10377
PRESIDENCIAL | PUNO - PUNO	171259	139502	121319
PRESIDENCIAL | PUNO - SAN ANTONIO DE PUTINA	23362	19004	16299
PRESIDENCIAL | PUNO - SAN ROMÁN	225413	190855	169337
PRESIDENCIAL | PUNO - SANDIA	42422	28930	23071
PRESIDENCIAL | PUNO - YUNGUYO	31603	22207	16185
PRESIDENCIAL | SAN MARTÍN - BELLAVISTA	41290	26582	18846
PRESIDENCIAL | SAN MARTÍN - EL DORADO	24869	17877	11826
PRESIDENCIAL | SAN MARTÍN - HUALLAGA	24454	16317	10926
PRESIDENCIAL | SAN MARTÍN - LAMAS	61778	45443	29923
PRESIDENCIAL | SAN MARTÍN - MARISCAL CÁCERES	53791	36556	25643
PRESIDENCIAL | SAN MARTÍN - MOYOBAMBA	95375	70566	52482
PRESIDENCIAL | SAN MARTÍN - PICOTA	36807	27237	19937
PRESIDENCIAL | SAN MARTÍN - RIOJA	107051	79808	61094
PRESIDENCIAL | SAN MARTÍN - SAN MARTÍN	159390	123195	96855
PRESIDENCIAL | SAN MARTÍN - TOCACHE	60065	40508	29106
PRESIDENCIAL | TACNA - CANDARAVE	6532	4516	3903
PRESIDENCIAL | TACNA - JORGE BASADRE	10580	8548	7589
PRESIDENCIAL | TACNA - TACNA	273494	226569	201368
PRESIDENCIAL | TACNA - TARATA	7888	5940	5093
PRESIDENCIAL | TUMBES - CONTRALMIRANTE VILLAR	17100	13305	10455
PRESIDENCIAL | TUMBES - TUMBES	123243	96970	75819
PRESIDENCIAL | TUMBES - ZARUMILLA	39255	30158	23603
PRESIDENCIAL | UCAYALI - ATALAYA	40662	16046	10073
PRESIDENCIAL | UCAYALI - CORONEL PORTILLO	331439	229046	175751
PRESIDENCIAL | UCAYALI - PADRE ABAD	60868	42564	31068
PRESIDENCIAL | UCAYALI - PURÚS	3461	1326	890
PRESIDENCIAL | ÁFRICA - ARGELIA	29	10	9
PRESIDENCIAL | ÁFRICA - KENIA	12	3	3
PRESIDENCIAL | ÁFRICA - MARRUECOS	59	11	9
PRESIDENCIAL | ÁFRICA - REPÚBLICA ÁRABE DE EGIPTO	40	17	15
PRESIDENCIAL | ÁFRICA - SUDÁFRICA	243	30	27
SEN_NACIONALES | AMÉRICA - ANTILLAS HOLANDESAS	850	386	270
SEN_NACIONALES | AMÉRICA - ARGENTINA	143901	49118	20144
SEN_NACIONALES | AMÉRICA - BOLIVIA	9982	5695	3810
SEN_NACIONALES | AMÉRICA - BRASIL	19532	6270	3960
SEN_NACIONALES | AMÉRICA - CANADÁ	23773	8093	6213
SEN_NACIONALES | AMÉRICA - CHILE	124587	52159	22273
SEN_NACIONALES | AMÉRICA - COLOMBIA	6150	2305	1362
SEN_NACIONALES | AMÉRICA - COSTA RICA	3264	1373	987
SEN_NACIONALES | AMÉRICA - CUBA	137	15	13
SEN_NACIONALES | AMÉRICA - ECUADOR	6989	3171	1511
SEN_NACIONALES | AMÉRICA - EL SALVADOR	171	75	46
SEN_NACIONALES | AMÉRICA - ESTADOS UNIDOS DE ÁMERICA	349927	65373	45373
SEN_NACIONALES | AMÉRICA - GUATEMALA	521	216	192
SEN_NACIONALES | AMÉRICA - GUAYANA FRANCESA	642	284	128
SEN_NACIONALES | AMÉRICA - HONDURAS	273	63	45
SEN_NACIONALES | AMÉRICA - MÉXICO	6486	1687	1420
SEN_NACIONALES | AMÉRICA - NICARAGUA	185	71	63
SEN_NACIONALES | AMÉRICA - PANAMÁ	3580	1330	860
SEN_NACIONALES | AMÉRICA - PARAGUAY	1802	780	435
SEN_NACIONALES | AMÉRICA - PUERTO RICO	818	269	199
SEN_NACIONALES | AMÉRICA - REPÚBLICA DOMINICANA	1401	694	500
SEN_NACIONALES | AMÉRICA - TRINIDAD Y TOBAGO	93	11	11
SEN_NACIONALES | AMÉRICA - URUGUAY	1952	1072	524
SEN_NACIONALES | ASIA - FILIPINAS	49	13	9
SEN_NACIONALES | ASIA - INDIA	92	11	10
SEN_NACIONALES | ASIA - INDONESIA	22	10	8
SEN_NACIONALES | ASIA - JAPÓN	37660	8845	5938
SEN_NACIONALES | ASIA - MALASIA	23	8	7
SEN_NACIONALES | ASIA - REPUBLICA DE COREA	379	123	98
SEN_NACIONALES | ASIA - REPÚBLICA POPULAR CHINA	833	174	122
SEN_NACIONALES | ASIA - SINGAPUR	104	35	34
SEN_NACIONALES | ASIA - TAILANDIA	92	34	29
SEN_NACIONALES | ASIA - TURQUÍA	91	41	35
SEN_NACIONALES | ASIA - VIETNAM	17	5	4
SEN_NACIONALES | CALLAO - CALLAO	853280	627855	438925
SEN_NACIONALES | EUROPA - ALEMANIA	13471	4085	3272
SEN_NACIONALES | EUROPA - AUSTRIA	1176	278	225
SEN_NACIONALES | EUROPA - BIELORRUSIA	30	17	14
SEN_NACIONALES | EUROPA - BÉLGICA	4009	1647	1192
SEN_NACIONALES | EUROPA - DINAMARCA	675	195	167
SEN_NACIONALES | EUROPA - ESPAÑA	211073	75835	47597
SEN_NACIONALES | EUROPA - FINLANDIA	459	116	93
SEN_NACIONALES | EUROPA - FRANCIA	14207	4559	3292
SEN_NACIONALES | EUROPA - GRAN BRETAÑA	6279	1594	1239
SEN_NACIONALES | EUROPA - GRAN DUCADO DE LUXEMBURGO	354	182	123
SEN_NACIONALES | EUROPA - GRECIA	329	47	29
SEN_NACIONALES | EUROPA - HOLANDA	2550	787	651
SEN_NACIONALES | EUROPA - HUNGRÍA	322	109	91
SEN_NACIONALES | EUROPA - IRLANDA	331	93	77
SEN_NACIONALES | EUROPA - ITALIA	121726	55734	34332
SEN_NACIONALES | EUROPA - MALTA	37	17	13
SEN_NACIONALES | EUROPA - NORUEGA	534	155	132
SEN_NACIONALES | EUROPA - POLONIA	409	106	88
SEN_NACIONALES | EUROPA - PORTUGAL	694	241	185
SEN_NACIONALES | EUROPA - PRINCIPADO DE ANDORRA	247	130	70
SEN_NACIONALES | EUROPA - REPÚBLICA CHECA	279	118	107
SEN_NACIONALES | EUROPA - RUMANÍA	145	50	42
SEN_NACIONALES | EUROPA - RUSIA	636	166	113
SEN_NACIONALES | EUROPA - SUECIA	4107	1156	855
SEN_NACIONALES | EUROPA - SUIZA	9366	2509	1779
SEN_NACIONALES | ICA - CHINCHA	7669	5463	3584
SEN_NACIONALES | ICA - NASCA	63028	38078	25342
SEN_NACIONALES | ICA - PALPA	12833	7588	4667
SEN_NACIONALES | ICA - PISCO	124311	82363	53641
SEN_NACIONALES | JUNÍN - CHANCHAMAYO	137887	89816	55343
SEN_NACIONALES | JUNÍN - CHUPACA	54627	39443	25282
SEN_NACIONALES | JUNÍN - CONCEPCIÓN	52075	35747	22660
SEN_NACIONALES | JUNÍN - HUANCAYO	465147	350624	252803
SEN_NACIONALES | JUNÍN - JAUJA	73635	54229	34948
SEN_NACIONALES | JUNÍN - JUNÍN	18466	12740	7963
SEN_NACIONALES | JUNÍN - SATIPO	154832	95122	56697
SEN_NACIONALES | JUNÍN - TARMA	75751	57585	34723
SEN_NACIONALES | JUNÍN - YAULI	30080	21366	14780
SEN_NACIONALES | LA LIBERTAD - ASCOPE	99625	63085	38520
SEN_NACIONALES | LA LIBERTAD - BOLÍVAR	12857	5647	3134
SEN_NACIONALES | LA LIBERTAD - CHEPÉN	70797	47123	28236
SEN_NACIONALES | LA LIBERTAD - GRAN CHIMÚ	23674	13917	7818
SEN_NACIONALES | LA LIBERTAD - JULCÁN	26465	14261	7663
SEN_NACIONALES | LA LIBERTAD - OTUZCO	73980	44544	24387
SEN_NACIONALES | LA LIBERTAD - PACASMAYO	85493	56226	33255
SEN_NACIONALES | LA LIBERTAD - PATAZ	62037	29859	15222
SEN_NACIONALES | LA LIBERTAD - SANTIAGO DE CHUCO	43386	24379	14319
SEN_NACIONALES | LA LIBERTAD - SÁNCHEZ CARRIÓN	123306	67892	39587
SEN_NACIONALES | LA LIBERTAD - TRUJILLO	847194	594071	432210
SEN_NACIONALES | LA LIBERTAD - VIRÚ	83877	64743	40603
SEN_NACIONALES | LAMBAYEQUE - CHICLAYO	705206	509188	338687
SEN_NACIONALES | LAMBAYEQUE - FERREÑAFE	87330	52541	30877
SEN_NACIONALES | LAMBAYEQUE - LAMBAYEQUE	258814	177410	106154
SEN_NACIONALES | LIMA - BARRANCA	122646	89978	58830
SEN_NACIONALES | LIMA - CAJATAMBO	6045	3429	1863
SEN_NACIONALES | LIMA - CANTA	12822	6946	4460
SEN_NACIONALES | LIMA - CAÑETE	194907	139660	90464
SEN_NACIONALES | LIMA - HUARAL	162781	105017	69388
SEN_NACIONALES | LIMA - HUAROCHIRÍ	96193	61866	41353
SEN_NACIONALES | LIMA - HUAURA	192302	145652	96334
SEN_NACIONALES | LIMA - LIMA	6084975	4603618	3345082
SEN_NACIONALES | LIMA - OYÓN	13169	9189	5421
SEN_NACIONALES | LIMA - YAUYOS	27608	15948	9610
SEN_NACIONALES | LORETO - ALTO AMAZONAS	10106	5512	2562
SEN_NACIONALES | LORETO - MAYNAS	33953	15956	9481
SEN_NACIONALES | OCEANÍA - AUSTRALIA	4275	1447	1247
SEN_NACIONALES | OCEANÍA - NUEVA ZELANDA	841	251	216
SEN_NACIONALES | PIURA - AYABACA	94268	31592	18105
SEN_NACIONALES | PIURA - HUANCABAMBA	71765	27858	15913
SEN_NACIONALES | PIURA - MORROPÓN	132977	73099	38429
SEN_NACIONALES | PIURA - PAITA	96973	61064	33013
SEN_NACIONALES | PIURA - PIURA	427579	258684	152061
SEN_NACIONALES | PIURA - SECHURA	55626	33971	17465
SEN_NACIONALES | PIURA - SULLANA	258382	162435	90404
SEN_NACIONALES | PIURA - TALARA	113041	63467	35676
SEN_NACIONALES | PUNO - AZÁNGARO	95097	65947	45659
SEN_NACIONALES | PUNO - CARABAYA	44604	28075	18724
SEN_NACIONALES | PUNO - CHUCUITO	53077	38436	24405
SEN_NACIONALES | PUNO - EL COLLAO	47320	32973	20285
SEN_NACIONALES | PUNO - HUANCANÉ	53145	38185	24364
SEN_NACIONALES | PUNO - LAMPA	38326	27580	19697
SEN_NACIONALES | PUNO - MELGAR	54808	37510	26609
SEN_NACIONALES | PUNO - MOHO	19146	11344	7208
SEN_NACIONALES | PUNO - PUNO	171259	126119	85270
SEN_NACIONALES | PUNO - SAN ANTONIO DE PUTINA	23362	17605	12394
SEN_NACIONALES | PUNO - SAN ROMÁN	225413	171293	124715
SEN_NACIONALES | PUNO - SANDIA	42422	27183	16798
SEN_NACIONALES | PUNO - YUNGUYO	31603	21991	12158
SEN_NACIONALES | SAN MARTÍN - BELLAVISTA	41290	20544	10873
SEN_NACIONALES | SAN MARTÍN - EL DORADO	24869	11714	5896
SEN_NACIONALES | SAN MARTÍN - HUALLAGA	24454	11520	5664
SEN_NACIONALES | SAN MARTÍN - LAMAS	61778	34939	16141
SEN_NACIONALES | SAN MARTÍN - MARISCAL CÁCERES	53791	26471	14079
SEN_NACIONALES | SAN MARTÍN - MOYOBAMBA	95375	57901	30982
SEN_NACIONALES | SAN MARTÍN - PICOTA	36807	20781	10731
SEN_NACIONALES | SAN MARTÍN - RIOJA	107051	64262	37855
SEN_NACIONALES | SAN MARTÍN - SAN MARTÍN	159390	95565	54426
SEN_NACIONALES | SAN MARTÍN - TOCACHE	60065	27644	14517
SEN_NACIONALES | TACNA - CANDARAVE	6532	3989	2663
SEN_NACIONALES | TACNA - JORGE BASADRE	10580	7354	5039
SEN_NACIONALES | TACNA - TACNA	273494	223020	162045
SEN_NACIONALES | TACNA - TARATA	7888	5940	3876
SEN_NACIONALES | TUMBES - CONTRALMIRANTE VILLAR	17100	13318	6420
SEN_NACIONALES | TUMBES - TUMBES	123243	95786	49939
SEN_NACIONALES | TUMBES - ZARUMILLA	39255	29540	15236
SEN_NACIONALES | UCAYALI - ATALAYA	40662	13443	6835
SEN_NACIONALES | UCAYALI - CORONEL PORTILLO	331439	163300	95180
SEN_NACIONALES | UCAYALI - PADRE ABAD	60868	31269	18562
SEN_NACIONALES | UCAYALI - PURÚS	3461	1226	606
SEN_NACIONALES | ÁFRICA - ARGELIA	29	10	9
SEN_NACIONALES | ÁFRICA - KENIA	12	3	3
SEN_NACIONALES | ÁFRICA - MARRUECOS	59	11	9
SEN_NACIONALES | ÁFRICA - REPÚBLICA ÁRABE DE EGIPTO	40	17	12
SEN_NACIONALES | ÁFRICA - SUDÁFRICA	243	30	27
SEN_REGIONALES | AMÉRICA - ANTILLAS HOLANDESAS	850	386	273
SEN_REGIONALES | AMÉRICA - ARGENTINA	144399	30472	13318
SEN_REGIONALES | AMÉRICA - BOLIVIA	9982	4632	3025
SEN_REGIONALES | AMÉRICA - BRASIL	19532	2924	1850
SEN_REGIONALES | AMÉRICA - CANADÁ	23773	6171	5058
SEN_REGIONALES | AMÉRICA - CHILE	125085	29576	13012
SEN_REGIONALES | AMÉRICA - COLOMBIA	6150	1302	777
SEN_REGIONALES | AMÉRICA - COSTA RICA	3264	1184	801
SEN_REGIONALES | AMÉRICA - CUBA	137	15	11
SEN_REGIONALES | AMÉRICA - ECUADOR	6989	2350	1039
SEN_REGIONALES | AMÉRICA - EL SALVADOR	171	75	47
SEN_REGIONALES | AMÉRICA - ESTADOS UNIDOS DE ÁMERICA	349927	44749	32231
SEN_REGIONALES | AMÉRICA - GUATEMALA	521	216	189
SEN_REGIONALES | AMÉRICA - GUAYANA FRANCESA	642	133	38
SEN_REGIONALES | AMÉRICA - HONDURAS	273	63	44
SEN_REGIONALES | AMÉRICA - MÉXICO	6486	1082	857
SEN_REGIONALES | AMÉRICA - NICARAGUA	185	71	60
SEN_REGIONALES | AMÉRICA - PANAMÁ	3580	1309	824
SEN_REGIONALES | AMÉRICA - PARAGUAY	1802	572	337
SEN_REGIONALES | AMÉRICA - PUERTO RICO	818	269	207
SEN_REGIONALES | AMÉRICA - REPÚBLICA DOMINICANA	1401	365	274
SEN_REGIONALES | AMÉRICA - TRINIDAD Y TOBAGO	93	11	11
SEN_REGIONALES | AMÉRICA - URUGUAY	1952	542	268
SEN_REGIONALES | ASIA - FILIPINAS	49	13	11
SEN_REGIONALES | ASIA - INDIA	92	11	10
SEN_REGIONALES | ASIA - INDONESIA	22	10	7
SEN_REGIONALES | ASIA - JAPÓN	37660	7316	5266
SEN_REGIONALES | ASIA - MALASIA	23	8	7
SEN_REGIONALES | ASIA - REPUBLICA DE COREA	379	123	100
SEN_REGIONALES | ASIA - REPÚBLICA POPULAR CHINA	833	103	70
SEN_REGIONALES | ASIA - SINGAPUR	104	35	33
SEN_REGIONALES | ASIA - TAILANDIA	92	34	30
SEN_REGIONALES | ASIA - TURQUÍA	91	11	9
SEN_REGIONALES | ASIA - VIETNAM	17	5	5
SEN_REGIONALES | CALLAO - CALLAO	853878	618778	446802
SEN_REGIONALES | EUROPA - ALEMANIA	13471	3451	2847
SEN_REGIONALES | EUROPA - AUSTRIA	1176	278	234
SEN_REGIONALES | EUROPA - BIELORRUSIA	30	17	16
SEN_REGIONALES | EUROPA - BÉLGICA	4009	1426	1071
SEN_REGIONALES | EUROPA - DINAMARCA	675	195	162
SEN_REGIONALES | EUROPA - ESPAÑA	211572	47002	29827
SEN_REGIONALES | EUROPA - FINLANDIA	459	116	91
SEN_REGIONALES | EUROPA - FRANCIA	14207	3844	2689
SEN_REGIONALES | EUROPA - GRAN BRETAÑA	6279	745	549
SEN_REGIONALES | EUROPA - GRAN DUCADO DE LUXEMBURGO	354	182	125
SEN_REGIONALES | EUROPA - GRECIA	329	0	0
SEN_REGIONALES | EUROPA - HOLANDA	2550	803	663
SEN_REGIONALES | EUROPA - HUNGRÍA	322	109	94
SEN_REGIONALES | EUROPA - IRLANDA	331	93	74
SEN_REGIONALES | EUROPA - ITALIA	121227	33557	21481
SEN_REGIONALES | EUROPA - MALTA	37	17	15
SEN_REGIONALES | EUROPA - NORUEGA	534	155	129
SEN_REGIONALES | EUROPA - POLONIA	409	0	0
SEN_REGIONALES | EUROPA - PORTUGAL	694	120	82
SEN_REGIONALES | EUROPA - PRINCIPADO DE ANDORRA	247	130	63
SEN_REGIONALES | EUROPA - REPÚBLICA CHECA	279	118	110
SEN_REGIONALES | EUROPA - RUMANÍA	145	50	43
SEN_REGIONALES | EUROPA - RUSIA	636	150	96
SEN_REGIONALES | EUROPA - SUECIA	4107	1321	986
SEN_REGIONALES | EUROPA - SUIZA	9366	1815	1257
SEN_REGIONALES | ICA - CHINCHA	7669	4589	3226
SEN_REGIONALES | ICA - NASCA	63028	28946	21243
SEN_REGIONALES | ICA - PALPA	12833	7241	4930
SEN_REGIONALES | ICA - PISCO	124311	71501	50147
SEN_REGIONALES | JUNÍN - CHANCHAMAYO	137887	84539	56026
SEN_REGIONALES | JUNÍN - CHUPACA	54627	37357	25731
SEN_REGIONALES | JUNÍN - CONCEPCIÓN	52075	32049	21955
SEN_REGIONALES | JUNÍN - HUANCAYO	465147	338946	257075
SEN_REGIONALES | JUNÍN - JAUJA	73635	48584	33599
SEN_REGIONALES | JUNÍN - JUNÍN	18466	12730	8575
SEN_REGIONALES | JUNÍN - SATIPO	154832	91065	57588
SEN_REGIONALES | JUNÍN - TARMA	75751	57629	37159
SEN_REGIONALES | JUNÍN - YAULI	30080	21569	15593
SEN_REGIONALES | LA LIBERTAD - ASCOPE	99625	64626	43939
SEN_REGIONALES | LA LIBERTAD - BOLÍVAR	12857	5945	3638
SEN_REGIONALES | LA LIBERTAD - CHEPÉN	70797	45642	30700
SEN_REGIONALES | LA LIBERTAD - GRAN CHIMÚ	23674	13710	8380
SEN_REGIONALES | LA LIBERTAD - JULCÁN	26465	12963	7686
SEN_REGIONALES | LA LIBERTAD - OTUZCO	73980	45128	27004
SEN_REGIONALES | LA LIBERTAD - PACASMAYO	85493	51187	33353
SEN_REGIONALES | LA LIBERTAD - PATAZ	62037	25745	14820
SEN_REGIONALES | LA LIBERTAD - SANTIAGO DE CHUCO	43386	27674	17792
SEN_REGIONALES | LA LIBERTAD - SÁNCHEZ CARRIÓN	123306	79741	49599
SEN_REGIONALES | LA LIBERTAD - TRUJILLO	847194	583799	457443
SEN_REGIONALES | LA LIBERTAD - VIRÚ	83877	65874	44255
SEN_REGIONALES | LAMBAYEQUE - CHICLAYO	705206	504666	362980
SEN_REGIONALES | LAMBAYEQUE - FERREÑAFE	87330	50452	33579
SEN_REGIONALES | LAMBAYEQUE - LAMBAYEQUE	258814	172833	116663
SEN_REGIONALES | LIMA - BARRANCA	122646	85267	59301
SEN_REGIONALES | LIMA - CAJATAMBO	6045	3428	2006
SEN_REGIONALES | LIMA - CANTA	12822	6969	4916
SEN_REGIONALES | LIMA - CAÑETE	194907	150005	106329
SEN_REGIONALES | LIMA - HUARAL	162781	107752	75272
SEN_REGIONALES | LIMA - HUAROCHIRÍ	96193	67643	48359
SEN_REGIONALES | LIMA - HUAURA	192302	137040	97356
SEN_REGIONALES | LIMA - LIMA	6078777	4536524	3591928
SEN_REGIONALES | LIMA - OYÓN	13169	8789	5630
SEN_REGIONALES | LIMA - YAUYOS	27608	16083	10899
SEN_REGIONALES | LORETO - ALTO AMAZONAS	10375	6086	3292
SEN_REGIONALES | LORETO - MAYNAS	33953	15552	10319
SEN_REGIONALES | OCEANÍA - AUSTRALIA	4275	835	722
SEN_REGIONALES | OCEANÍA - NUEVA ZELANDA	841	163	151
SEN_REGIONALES | PIURA - AYABACA	94268	30638	12684
SEN_REGIONALES | PIURA - HUANCABAMBA	71765	28959	12637
SEN_REGIONALES | PIURA - MORROPÓN	132977	67399	37157
SEN_REGIONALES | PIURA - PAITA	96973	58946	34794
SEN_REGIONALES | PIURA - PIURA	427579	253567	157175
SEN_REGIONALES | PIURA - SECHURA	55626	32190	20263
SEN_REGIONALES | PIURA - SULLANA	258382	165527	100437
SEN_REGIONALES | PIURA - TALARA	113041	61122	37912
SEN_REGIONALES | PUNO - AZÁNGARO	95097	64369	48649
SEN_REGIONALES | PUNO - CARABAYA	44604	27874	20043
SEN_REGIONALES | PUNO - CHUCUITO	53077	36961	25947
SEN_REGIONALES | PUNO - EL COLLAO	47320	34687	24397
SEN_REGIONALES | PUNO - HUANCANÉ	53145	38255	27278
SEN_REGIONALES | PUNO - LAMPA	38326	28157	21703
SEN_REGIONALES | PUNO - MELGAR	54808	37232	28946
SEN_REGIONALES | PUNO - MOHO	19146	10291	7164
SEN_REGIONALES | PUNO - PUNO	171259	134167	101245
SEN_REGIONALES | PUNO - SAN ANTONIO DE PUTINA	23362	16160	12201
SEN_REGIONALES | PUNO - SAN ROMÁN	225413	170807	135992
SEN_REGIONALES | PUNO - SANDIA	42422	24938	16846
SEN_REGIONALES | PUNO - YUNGUYO	31603	20485	12641
SEN_REGIONALES | SAN MARTÍN - BELLAVISTA	41290	19930	11332
SEN_REGIONALES | SAN MARTÍN - EL DORADO	24869	12342	6779
SEN_REGIONALES | SAN MARTÍN - HUALLAGA	24454	12177	6913
SEN_REGIONALES | SAN MARTÍN - LAMAS	61778	32875	17083
SEN_REGIONALES | SAN MARTÍN - MARISCAL CÁCERES	53791	24498	14478
SEN_REGIONALES | SAN MARTÍN - MOYOBAMBA	95375	56696	34258
SEN_REGIONALES | SAN MARTÍN - PICOTA	36807	18944	11087
SEN_REGIONALES | SAN MARTÍN - RIOJA	107051	62545	40413
SEN_REGIONALES | SAN MARTÍN - SAN MARTÍN	159390	93948	60778
SEN_REGIONALES | SAN MARTÍN - TOCACHE	60065	28359	16154
SEN_REGIONALES | TACNA - CANDARAVE	6532	4516	3414
SEN_REGIONALES | TACNA - JORGE BASADRE	10580	8126	6216
SEN_REGIONALES | TACNA - TACNA	273494	220010	173494
SEN_REGIONALES | TACNA - TARATA	7888	4575	3406
SEN_REGIONALES | TUMBES - CONTRALMIRANTE VILLAR	17100	10862	5851
SEN_REGIONALES | TUMBES - TUMBES	123243	75445	45898
SEN_REGIONALES | TUMBES - ZARUMILLA	39255	22006	13726
SEN_REGIONALES | UCAYALI - ATALAYA	40662	12136	6786
SEN_REGIONALES | UCAYALI - CORONEL PORTILLO	331439	177373	113842
SEN_REGIONALES | UCAYALI - PADRE ABAD	60868	33580	20580
SEN_REGIONALES | UCAYALI - PURÚS	3461	751	435
SEN_REGIONALES | ÁFRICA - ARGELIA	29	10	9
SEN_REGIONALES | ÁFRICA - KENIA	12	3	3
SEN_REGIONALES | ÁFRICA - MARRUECOS	59	11	9
SEN_REGIONALES | ÁFRICA - REPÚBLICA ÁRABE DE EGIPTO	40	17	11
SEN_REGIONALES | ÁFRICA - SUDÁFRICA	243	30	24
