DIPUTADOS | AMÉRICA - ANTILLAS HOLANDESAS	2	2
PRESIDENCIAL | LIMA - CAÑETE	668	668
PRESIDENCIAL | LIMA - HUARAL	560	560
PRESIDENCIAL | LIMA - HUAROCHIRÍ	342	342
PRESIDENCIAL | LIMA - HUAURA	655	655
PRESIDENCIAL | LIMA - LIMA	20800	20800
PRESIDENCIAL | LIMA - OYÓN	51	51
PRESIDENCIAL | LIMA - YAUYOS	114	114
PRESIDENCIAL | LORETO - ALTO AMAZONAS	39	39
PRESIDENCIAL | LORETO - MAYNAS	116	116
PRESIDENCIAL | OCEANÍA - AUSTRALIA	18	18
PRESIDENCIAL | OCEANÍA - NUEVA ZELANDA	3	3
PRESIDENCIAL | PIURA - AYABACA	326	326
PRESIDENCIAL | PIURA - HUANCABAMBA	247	247
PRESIDENCIAL | PIURA - MORROPÓN	461	461
PRESIDENCIAL | PIURA - PAITA	331	331
PRESIDENCIAL | PIURA - PIURA	1451	1451
PRESIDENCIAL | PIURA - SECHURA	192	192
PRESIDENCIAL | PIURA - SULLANA	885	885
PRESIDENCIAL | PIURA - TALARA	390	390
PRESIDENCIAL | PUNO - AZÁNGARO	336	336
PRESIDENCIAL | PUNO - CARABAYA	157	157
PRESIDENCIAL | PUNO - CHUCUITO	184	184
PRESIDENCIAL | PUNO - EL COLLAO	163	163
PRESIDENCIAL | PUNO - HUANCANÉ	186	186
PRESIDENCIAL | PUNO - LAMPA	137	137
PRESIDENCIAL | PUNO - MELGAR	192	192
PRESIDENCIAL | PUNO - MOHO	66	66
PRESIDENCIAL | PUNO - PUNO	583	583
PRESIDENCIAL | PUNO - SAN ANTONIO DE PUTINA	81	81
PRESIDENCIAL | PUNO - SAN ROMÁN	762	762
PRESIDENCIAL | PUNO - SANDIA	151	151
PRESIDENCIAL | PUNO - YUNGUYO	110	110
PRESIDENCIAL | SAN MARTÍN - BELLAVISTA	143	143
PRESIDENCIAL | SAN MARTÍN - EL DORADO	87	87
PRESIDENCIAL | SAN MARTÍN - HUALLAGA	87	87
PRESIDENCIAL | SAN MARTÍN - LAMAS	215	215
PRESIDENCIAL | SAN MARTÍN - MARISCAL CÁCERES	183	183
PRESIDENCIAL | SAN MARTÍN - MOYOBAMBA	325	325
PRESIDENCIAL | SAN MARTÍN - PICOTA	131	131
PRESIDENCIAL | SAN MARTÍN - RIOJA	370	370
PRESIDENCIAL | SAN MARTÍN - SAN MARTÍN	548	548
PRESIDENCIAL | SAN MARTÍN - TOCACHE	208	208
PRESIDENCIAL | TACNA - CANDARAVE	24	24
PRESIDENCIAL | TACNA - JORGE BASADRE	38	38
PRESIDENCIAL | TACNA - TACNA	932	932
PRESIDENCIAL | TACNA - TARATA	29	29
PRESIDENCIAL | TUMBES - CONTRALMIRANTE VILLAR	61	61
PRESIDENCIAL | TUMBES - TUMBES	428	428
PRESIDENCIAL | TUMBES - ZARUMILLA	137	137
PRESIDENCIAL | UCAYALI - ATALAYA	139	139
PRESIDENCIAL | UCAYALI - CORONEL PORTILLO	1126	1126
PRESIDENCIAL | UCAYALI - PADRE ABAD	210	210
PRESIDENCIAL | UCAYALI - PURÚS	12	12
PRESIDENCIAL | ÁFRICA - ARGELIA	1	1
PRESIDENCIAL | ÁFRICA - KENIA	1	1
PRESIDENCIAL | ÁFRICA - MARRUECOS	1	1
PRESIDENCIAL | ÁFRICA - REPÚBLICA ÁRABE DE EGIPTO	1	1
PRESIDENCIAL | ÁFRICA - SUDÁFRICA	1	1
SEN_NACIONALES | AMÉRICA - ANTILLAS HOLANDESAS	2	2
SEN_NACIONALES | AMÉRICA - ARGENTINA	295	295
SEN_NACIONALES | AMÉRICA - BOLIVIA	22	22
SEN_NACIONALES | AMÉRICA - BRASIL	44	44
SEN_NACIONALES | AMÉRICA - CANADÁ	51	51
SEN_NACIONALES | AMÉRICA - CHILE	254	254
SEN_NACIONALES | AMÉRICA - COLOMBIA	17	17
SEN_NACIONALES | AMÉRICA - COSTA RICA	7	7
SEN_NACIONALES | AMÉRICA - CUBA	1	1
SEN_NACIONALES | AMÉRICA - ECUADOR	16	16
SEN_NACIONALES | AMÉRICA - EL SALVADOR	1	1
SEN_NACIONALES | AMÉRICA - ESTADOS UNIDOS DE ÁMERICA	712	712
SEN_NACIONALES | AMÉRICA - GUATEMALA	2	2
SEN_NACIONALES | AMÉRICA - GUAYANA FRANCESA	2	2
SEN_NACIONALES | AMÉRICA - HONDURAS	1	1
SEN_NACIONALES | AMÉRICA - MÉXICO	14	14
SEN_NACIONALES | AMÉRICA - NICARAGUA	1	1
SEN_NACIONALES | AMÉRICA - PANAMÁ	10	10
SEN_NACIONALES | AMÉRICA - PARAGUAY	4	4
SEN_NACIONALES | AMÉRICA - PUERTO RICO	2	2
SEN_NACIONALES | AMÉRICA - REPÚBLICA DOMINICANA	4	4
SEN_NACIONALES | AMÉRICA - TRINIDAD Y TOBAGO	1	1
SEN_NACIONALES | AMÉRICA - URUGUAY	4	4
SEN_NACIONALES | ASIA - FILIPINAS	1	1
SEN_NACIONALES | ASIA - INDIA	1	1
SEN_NACIONALES | ASIA - INDONESIA	1	1
SEN_NACIONALES | ASIA - JAPÓN	81	81
SEN_NACIONALES | ASIA - MALASIA	1	1
SEN_NACIONALES | ASIA - REPUBLICA DE COREA	1	1
SEN_NACIONALES | ASIA - REPÚBLICA POPULAR CHINA	4	4
SEN_NACIONALES | ASIA - SINGAPUR	1	1
SEN_NACIONALES | ASIA - TAILANDIA	1	1
SEN_NACIONALES | ASIA - TURQUÍA	2	2
SEN_NACIONALES | ASIA - VIETNAM	1	1
SEN_NACIONALES | CALLAO - CALLAO	2879	2879
SEN_NACIONALES | EUROPA - ALEMANIA	29	29
SEN_NACIONALES | EUROPA - AUSTRIA	3	3
SEN_NACIONALES | EUROPA - BIELORRUSIA	1	1
SEN_NACIONALES | EUROPA - BÉLGICA	10	10
SEN_NACIONALES | EUROPA - DINAMARCA	2	2
SEN_NACIONALES | EUROPA - ESPAÑA	429	429
SEN_NACIONALES | EUROPA - FINLANDIA	1	1
SEN_NACIONALES | EUROPA - FRANCIA	31	31
SEN_NACIONALES | EUROPA - GRAN BRETAÑA	13	13
SEN_NACIONALES | EUROPA - GRAN DUCADO DE LUXEMBURGO	1	1
SEN_NACIONALES | EUROPA - GRECIA	1	1
SEN_NACIONALES | EUROPA - HOLANDA	6	6
SEN_NACIONALES | EUROPA - HUNGRÍA	1	1
SEN_NACIONALES | EUROPA - IRLANDA	1	1
SEN_NACIONALES | EUROPA - ITALIA	248	248
SEN_NACIONALES | EUROPA - MALTA	1	1
SEN_NACIONALES | EUROPA - NORUEGA	2	2
SEN_NACIONALES | EUROPA - POLONIA	1	1
SEN_NACIONALES | EUROPA - PORTUGAL	2	2
SEN_NACIONALES | EUROPA - PRINCIPADO DE ANDORRA	1	1
SEN_NACIONALES | EUROPA - REPÚBLICA CHECA	1	1
SEN_NACIONALES | EUROPA - RUMANÍA	2	2
SEN_NACIONALES | EUROPA - RUSIA	3	3
SEN_NACIONALES | EUROPA - SUECIA	9	9
SEN_NACIONALES | EUROPA - SUIZA	19	19
SEN_NACIONALES | ICA - CHINCHA	28	28
SEN_NACIONALES | ICA - NASCA	218	218
SEN_NACIONALES | ICA - PALPA	46	46
SEN_NACIONALES | ICA - PISCO	426	426
SEN_NACIONALES | JUNÍN - CHANCHAMAYO	481	481
SEN_NACIONALES | JUNÍN - CHUPACA	190	190
SEN_NACIONALES | JUNÍN - CONCEPCIÓN	188	188
SEN_NACIONALES | JUNÍN - HUANCAYO	1588	1588
SEN_NACIONALES | JUNÍN - JAUJA	268	268
SEN_NACIONALES | JUNÍN - JUNÍN	64	64
SEN_NACIONALES | JUNÍN - SATIPO	545	545
SEN_NACIONALES | JUNÍN - TARMA	262	262
SEN_NACIONALES | JUNÍN - YAULI	105	105
SEN_NACIONALES | LA LIBERTAD - ASCOPE	344	344
SEN_NACIONALES | LA LIBERTAD - BOLÍVAR	48	48
SEN_NACIONALES | LA LIBERTAD - CHEPÉN	240	240
SEN_NACIONALES | LA LIBERTAD - GRAN CHIMÚ	83	83
SEN_NACIONALES | LA LIBERTAD - JULCÁN	94	94
SEN_NACIONALES | LA LIBERTAD - OTUZCO	263	263
SEN_NACIONALES | LA LIBERTAD - PACASMAYO	292	292
SEN_NACIONALES | LA LIBERTAD - PATAZ	223	223
SEN_NACIONALES | LA LIBERTAD - SANTIAGO DE CHUCO	155	155
SEN_NACIONALES | LA LIBERTAD - SÁNCHEZ CARRIÓN	428	428
SEN_NACIONALES | LA LIBERTAD - TRUJILLO	2849	2849
SEN_NACIONALES | LA LIBERTAD - VIRÚ	283	283
SEN_NACIONALES | LAMBAYEQUE - CHICLAYO	2391	2391
SEN_NACIONALES | LAMBAYEQUE - FERREÑAFE	305	305
SEN_NACIONALES | LAMBAYEQUE - LAMBAYEQUE	894	894
SEN_NACIONALES | LIMA - BARRANCA	418	418
SEN_NACIONALES | LIMA - CAJATAMBO	24	24
SEN_NACIONALES | LIMA - CANTA	47	47
SEN_NACIONALES | LIMA - CAÑETE	668	668
SEN_NACIONALES | LIMA - HUARAL	560	560
SEN_NACIONALES | LIMA - HUAROCHIRÍ	342	342
SEN_NACIONALES | LIMA - HUAURA	655	655
SEN_NACIONALES | LIMA - LIMA	20521	20521
SEN_NACIONALES | LIMA - OYÓN	51	51
SEN_NACIONALES | LIMA - YAUYOS	114	114
SEN_NACIONALES | LORETO - ALTO AMAZONAS	38	38
SEN_NACIONALES | LORETO - MAYNAS	115	115
SEN_NACIONALES | OCEANÍA - AUSTRALIA	12	12
SEN_NACIONALES | OCEANÍA - NUEVA ZELANDA	3	3
SEN_NACIONALES | PIURA - AYABACA	326	326
SEN_NACIONALES | PIURA - HUANCABAMBA	247	247
SEN_NACIONALES | PIURA - MORROPÓN	461	461
SEN_NACIONALES | PIURA - PAITA	331	331
SEN_NACIONALES | PIURA - PIURA	1451	1451
SEN_NACIONALES | PIURA - SECHURA	192	192
SEN_NACIONALES | PIURA - SULLANA	885	885
SEN_NACIONALES | PIURA - TALARA	390	390
SEN_NACIONALES | PUNO - AZÁNGARO	336	336
SEN_NACIONALES | PUNO - CARABAYA	157	157
SEN_NACIONALES | PUNO - CHUCUITO	184	184
SEN_NACIONALES | PUNO - EL COLLAO	163	163
SEN_NACIONALES | PUNO - HUANCANÉ	186	186
SEN_NACIONALES | PUNO - LAMPA	137	137
SEN_NACIONALES | PUNO - MELGAR	192	192
SEN_NACIONALES | PUNO - MOHO	66	66
SEN_NACIONALES | PUNO - PUNO	583	583
SEN_NACIONALES | PUNO - SAN ANTONIO DE PUTINA	81	81
SEN_NACIONALES | PUNO - SAN ROMÁN	762	762
SEN_NACIONALES | PUNO - SANDIA	151	151
SEN_NACIONALES | PUNO - YUNGUYO	110	110
SEN_NACIONALES | SAN MARTÍN - BELLAVISTA	143	143
SEN_NACIONALES | SAN MARTÍN - EL DORADO	87	87
SEN_NACIONALES | SAN MARTÍN - HUALLAGA	87	87
SEN_NACIONALES | SAN MARTÍN - LAMAS	215	215
SEN_NACIONALES | SAN MARTÍN - MARISCAL CÁCERES	183	183
SEN_NACIONALES | SAN MARTÍN - MOYOBAMBA	325	325
SEN_NACIONALES | SAN MARTÍN - PICOTA	131	131
SEN_NACIONALES | SAN MARTÍN - RIOJA	370	370
SEN_NACIONALES | SAN MARTÍN - SAN MARTÍN	548	548
SEN_NACIONALES | SAN MARTÍN - TOCACHE	208	208
SEN_NACIONALES | TACNA - CANDARAVE	24	24
SEN_NACIONALES | TACNA - JORGE BASADRE	38	38
SEN_NACIONALES | TACNA - TACNA	932	932
SEN_NACIONALES | TACNA - TARATA	29	29
SEN_NACIONALES | TUMBES - CONTRALMIRANTE VILLAR	61	61
SEN_NACIONALES | TUMBES - TUMBES	428	428
SEN_NACIONALES | TUMBES - ZARUMILLA	137	137
SEN_NACIONALES | UCAYALI - ATALAYA	139	139
SEN_NACIONALES | UCAYALI - CORONEL PORTILLO	1126	1126
SEN_NACIONALES | UCAYALI - PADRE ABAD	210	210
SEN_NACIONALES | UCAYALI - PURÚS	12	12
SEN_NACIONALES | ÁFRICA - ARGELIA	1	1
SEN_NACIONALES | ÁFRICA - KENIA	1	1
SEN_NACIONALES | ÁFRICA - MARRUECOS	1	1
SEN_NACIONALES | ÁFRICA - REPÚBLICA ÁRABE DE EGIPTO	1	1
SEN_NACIONALES | ÁFRICA - SUDÁFRICA	1	1
SEN_REGIONALES | AMÉRICA - ANTILLAS HOLANDESAS	2	2
SEN_REGIONALES | AMÉRICA - ARGENTINA	296	296
SEN_REGIONALES | AMÉRICA - BOLIVIA	22	22
SEN_REGIONALES | AMÉRICA - BRASIL	44	44
SEN_REGIONALES | AMÉRICA - CANADÁ	51	51
SEN_REGIONALES | AMÉRICA - CHILE	255	255
SEN_REGIONALES | AMÉRICA - COLOMBIA	17	17
SEN_REGIONALES | AMÉRICA - COSTA RICA	7	7
SEN_REGIONALES | AMÉRICA - CUBA	1	1
SEN_REGIONALES | AMÉRICA - ECUADOR	16	16
SEN_REGIONALES | AMÉRICA - EL SALVADOR	1	1
SEN_REGIONALES | AMÉRICA - ESTADOS UNIDOS DE ÁMERICA	712	712
SEN_REGIONALES | AMÉRICA - GUATEMALA	2	2
SEN_REGIONALES | AMÉRICA - GUAYANA FRANCESA	2	2
SEN_REGIONALES | AMÉRICA - HONDURAS	1	1
SEN_REGIONALES | AMÉRICA - MÉXICO	14	14
SEN_REGIONALES | AMÉRICA - NICARAGUA	1	1
SEN_REGIONALES | AMÉRICA - PANAMÁ	10	10
SEN_REGIONALES | AMÉRICA - PARAGUAY	4	4
SEN_REGIONALES | AMÉRICA - PUERTO RICO	2	2
SEN_REGIONALES | AMÉRICA - REPÚBLICA DOMINICANA	4	4
SEN_REGIONALES | AMÉRICA - TRINIDAD Y TOBAGO	1	1
SEN_REGIONALES | AMÉRICA - URUGUAY	4	4
SEN_REGIONALES | ASIA - FILIPINAS	1	1
SEN_REGIONALES | ASIA - INDIA	1	1
SEN_REGIONALES | ASIA - INDONESIA	1	1
SEN_REGIONALES | ASIA - JAPÓN	81	81
SEN_REGIONALES | ASIA - MALASIA	1	1
SEN_REGIONALES | ASIA - REPUBLICA DE COREA	1	1
SEN_REGIONALES | ASIA - REPÚBLICA POPULAR CHINA	4	4
SEN_REGIONALES | ASIA - SINGAPUR	1	1
SEN_REGIONALES | ASIA - TAILANDIA	1	1
SEN_REGIONALES | ASIA - TURQUÍA	2	2
SEN_REGIONALES | ASIA - VIETNAM	1	1
SEN_REGIONALES | CALLAO - CALLAO	2881	2881
SEN_REGIONALES | EUROPA - ALEMANIA	29	29
SEN_REGIONALES | EUROPA - AUSTRIA	3	3
SEN_REGIONALES | EUROPA - BIELORRUSIA	1	1
SEN_REGIONALES | EUROPA - BÉLGICA	10	10
SEN_REGIONALES | EUROPA - DINAMARCA	2	2
SEN_REGIONALES | EUROPA - ESPAÑA	430	430
SEN_REGIONALES | EUROPA - FINLANDIA	1	1
SEN_REGIONALES | EUROPA - FRANCIA	31	31
SEN_REGIONALES | EUROPA - GRAN BRETAÑA	13	13
SEN_REGIONALES | EUROPA - GRAN DUCADO DE LUXEMBURGO	1	1
SEN_REGIONALES | EUROPA - GRECIA	1	1
SEN_REGIONALES | EUROPA - HOLANDA	6	6
SEN_REGIONALES | EUROPA - HUNGRÍA	1	1
SEN_REGIONALES | EUROPA - IRLANDA	1	1
SEN_REGIONALES | EUROPA - ITALIA	247	247
SEN_REGIONALES | EUROPA - MALTA	1	1
SEN_REGIONALES | EUROPA - NORUEGA	2	2
SEN_REGIONALES | EUROPA - POLONIA	1	1
SEN_REGIONALES | EUROPA - PORTUGAL	2	2
SEN_REGIONALES | EUROPA - PRINCIPADO DE ANDORRA	1	1
SEN_REGIONALES | EUROPA - REPÚBLICA CHECA	1	1
SEN_REGIONALES | EUROPA - RUMANÍA	2	2
SEN_REGIONALES | EUROPA - RUSIA	3	3
SEN_REGIONALES | EUROPA - SUECIA	9	9
SEN_REGIONALES | EUROPA - SUIZA	19	19
SEN_REGIONALES | ICA - CHINCHA	28	28
SEN_REGIONALES | ICA - NASCA	218	218
SEN_REGIONALES | ICA - PALPA	46	46
SEN_REGIONALES | ICA - PISCO	426	426
SEN_REGIONALES | JUNÍN - CHANCHAMAYO	481	481
SEN_REGIONALES | JUNÍN - CHUPACA	190	190
SEN_REGIONALES | JUNÍN - CONCEPCIÓN	188	188
SEN_REGIONALES | JUNÍN - HUANCAYO	1588	1588
SEN_REGIONALES | JUNÍN - JAUJA	268	268
SEN_REGIONALES | JUNÍN - JUNÍN	64	64
SEN_REGIONALES | JUNÍN - SATIPO	545	545
SEN_REGIONALES | JUNÍN - TARMA	262	262
SEN_REGIONALES | JUNÍN - YAULI	105	105
SEN_REGIONALES | LA LIBERTAD - ASCOPE	344	344
SEN_REGIONALES | LA LIBERTAD - BOLÍVAR	48	48
SEN_REGIONALES | LA LIBERTAD - CHEPÉN	240	240
SEN_REGIONALES | LA LIBERTAD - GRAN CHIMÚ	83	83
SEN_REGIONALES | LA LIBERTAD - JULCÁN	94	94
SEN_REGIONALES | LA LIBERTAD - OTUZCO	263	263
SEN_REGIONALES | LA LIBERTAD - PACASMAYO	292	292
SEN_REGIONALES | LA LIBERTAD - PATAZ	223	223
SEN_REGIONALES | LA LIBERTAD - SANTIAGO DE CHUCO	155	155
SEN_REGIONALES | LA LIBERTAD - SÁNCHEZ CARRIÓN	428	428
SEN_REGIONALES | LA LIBERTAD - TRUJILLO	2849	2849
SEN_REGIONALES | LA LIBERTAD - VIRÚ	283	283
SEN_REGIONALES | LAMBAYEQUE - CHICLAYO	2391	2391
SEN_REGIONALES | LAMBAYEQUE - FERREÑAFE	305	305
SEN_REGIONALES | LAMBAYEQUE - LAMBAYEQUE	894	894
SEN_REGIONALES | LIMA - BARRANCA	418	418
SEN_REGIONALES | LIMA - CAJATAMBO	24	24
SEN_REGIONALES | LIMA - CANTA	47	47
SEN_REGIONALES | LIMA - CAÑETE	668	668
SEN_REGIONALES | LIMA - HUARAL	560	560
SEN_REGIONALES | LIMA - HUAROCHIRÍ	342	342
SEN_REGIONALES | LIMA - HUAURA	655	655
SEN_REGIONALES | LIMA - LIMA	20500	20500
SEN_REGIONALES | LIMA - OYÓN	51	51
SEN_REGIONALES | LIMA - YAUYOS	114	114
SEN_REGIONALES | LORETO - ALTO AMAZONAS	39	39
SEN_REGIONALES | LORETO - MAYNAS	115	115
SEN_REGIONALES | OCEANÍA - AUSTRALIA	12	12
SEN_REGIONALES | OCEANÍA - NUEVA ZELANDA	3	3
SEN_REGIONALES | PIURA - AYABACA	326	326
SEN_REGIONALES | PIURA - HUANCABAMBA	247	247
SEN_REGIONALES | PIURA - MORROPÓN	461	461
SEN_REGIONALES | PIURA - PAITA	331	331
SEN_REGIONALES | PIURA - PIURA	1451	1451
SEN_REGIONALES | PIURA - SECHURA	192	192
SEN_REGIONALES | PIURA - SULLANA	885	885
SEN_REGIONALES | PIURA - TALARA	390	390
SEN_REGIONALES | PUNO - AZÁNGARO	336	336
SEN_REGIONALES | PUNO - CARABAYA	157	157
SEN_REGIONALES | PUNO - CHUCUITO	184	184
SEN_REGIONALES | PUNO - EL COLLAO	163	163
SEN_REGIONALES | PUNO - HUANCANÉ	186	186
SEN_REGIONALES | PUNO - LAMPA	137	137
SEN_REGIONALES | PUNO - MELGAR	192	192
SEN_REGIONALES | PUNO - MOHO	66	66
SEN_REGIONALES | PUNO - PUNO	583	583
SEN_REGIONALES | PUNO - SAN ANTONIO DE PUTINA	81	81
SEN_REGIONALES | PUNO - SAN ROMÁN	762	762
SEN_REGIONALES | PUNO - SANDIA	151	151
SEN_REGIONALES | PUNO - YUNGUYO	110	110
SEN_REGIONALES | SAN MARTÍN - BELLAVISTA	143	143
SEN_REGIONALES | SAN MARTÍN - EL DORADO	87	87
SEN_REGIONALES | SAN MARTÍN - HUALLAGA	87	87
SEN_REGIONALES | SAN MARTÍN - LAMAS	215	215
SEN_REGIONALES | SAN MARTÍN - MARISCAL CÁCERES	183	183
SEN_REGIONALES | SAN MARTÍN - MOYOBAMBA	325	325
SEN_REGIONALES | SAN MARTÍN - PICOTA	131	131
SEN_REGIONALES | SAN MARTÍN - RIOJA	370	370
SEN_REGIONALES | SAN MARTÍN - SAN MARTÍN	548	548
SEN_REGIONALES | SAN MARTÍN - TOCACHE	208	208
SEN_REGIONALES | TACNA - CANDARAVE	24	24
SEN_REGIONALES | TACNA - JORGE BASADRE	38	38
SEN_REGIONALES | TACNA - TACNA	932	932
SEN_REGIONALES | TACNA - TARATA	29	29
SEN_REGIONALES | TUMBES - CONTRALMIRANTE VILLAR	61	61
SEN_REGIONALES | TUMBES - TUMBES	428	428
SEN_REGIONALES | TUMBES - ZARUMILLA	137	137
SEN_REGIONALES | UCAYALI - ATALAYA	139	139
SEN_REGIONALES | UCAYALI - CORONEL PORTILLO	1126	1126
SEN_REGIONALES | UCAYALI - PADRE ABAD	210	210
SEN_REGIONALES | UCAYALI - PURÚS	12	12
SEN_REGIONALES | ÁFRICA - ARGELIA	1	1
SEN_REGIONALES | ÁFRICA - KENIA	1	1
SEN_REGIONALES | ÁFRICA - MARRUECOS	1	1
SEN_REGIONALES | ÁFRICA - REPÚBLICA ÁRABE DE EGIPTO	1	1
SEN_REGIONALES | ÁFRICA - SUDÁFRICA	1	1
